coords,points,values
"4.16672356533,85.8846553631;5.79545618911,92.9424967328;5.97642648064,94.2092887735;5.60728024467,97.4668177879;1.01300696623,103.398664299;1.1640415137,104.136325617;1.51702006851,105.763648856;3.47491711966,109.020348902;6.49899573331,111.90873168;9.81385113675,114.331871595;12.450227364,115.688829947;15.6875422902,116.425464481;16.3078661084,116.444849601;19.2544042448,116.599930555;21.9683209493,116.75501151;23.3454716819,116.747207012;23.2140436276,119.473504058;26.0218076145,121.757786624;25.9742183943,123.708944648;29.115106922,125.898048774;35.0637594366,130.085900144;40.2033952092,131.418398307;43.133333,131.9",point,value
"13.0604848806,80.2871408365;4.16672356533,85.8846553631",1,value
"-23.0006844514,-43.2755566248;-23.8368697995,-42.3158228986;-23.0643760985,-39.5262623119;-17.1419243912,-35.8783753907;-11.1765563672,-33.7754758714;-5.03952307622,-34.0758900884;-3.62328462447,-37.2516975257;-3.75013953496,-38.4761340493;-0.153618986976,-39.6984855328;16.0743050728,-53.4993593666;21.9047462432,-65.4517637659",point,value
"19.4364463151,-84.6238886245;16.7333786125,-87.8694734364;16.0861652189,-88.497651142;15.9338797145,-88.6404188023;15.7231329589,-88.5898389187",7,value
"19.4364463151,-84.6238886245;14.8773990279,-80.3884480341;10.7752082539,-76.3052929481;10.4706372451,-75.9436148752;10.4069289638,-75.4906844412",2,value
"20.7784623224,-85.642297935;19.4364463151,-84.6238886245",5,value
"21.0421894576,-86.8136106482;20.7784623224,-85.642297935",5,value
"21.3721378433,-70.6326579102;20.2454630571,-73.5356003373;18.979589802,-74.8395449685;17.8850377393,-75.0965267571;15.2200414128,-75.4010977659;12.5645629303,-75.6200081784;11.1202054309,-74.8686607319",point,value
"21.3721378433,-70.6326579102;23.6885802914,-69.1086235649",point,value
"21.9047462432,-65.4517637659;18.4542979695,-66.0098887037;19.4114619745,-66.2925210355;19.5637474789,-66.4114940858;20.1110235102,-70.171042475;19.9872915379,-70.4708545618;19.7972657327,-70.6928799194;21.3721378433,-70.6326579102",2,value
"21.9047462432,-65.4517637659;23.6885802914,-69.1086235649",point,value
"23.6885802914,-69.1086235649;26.7342903789,-76.5801311232;30.324363195,-81.4118402506",6,value
"25.8225980239,-80.157918081;25.4707594259,-79.950627209;24.8711352524,-80.2837517498;24.0050114463,-81.587696381;23.4244229609,-83.1581406449;21.5684433763,-85.6803693111;20.7784623224,-85.642297935",5,value
"36.3810005188,140.621994019;36.0713031774,141.666720106;36.3104390085,142.955198241;37.7004616441,146.439295539",point,value
"37.7004616441,146.439295539;52.724167,174.118889;59.1388582002,178.585252443;60.0,180.0",point,value
"42.6329994202,141.595001221;37.7004616441,146.439295539",point,value
"45.0,180.0;37.7004616441,146.439295539",point,value
"47.9692135193,-122.553933118;47.9832498233,-122.572956004;48.065341228,-122.622924685;48.0938947601,-122.636011721;48.2556981085,-122.858491325;48.2510688705,-123.272808127",7,value
"47.9692135193,-122.553933118;48.0905652149,-122.627147949;48.2761631733,-122.812745908;48.2510688705,-123.272808127",7,value
"47.9692135193,-122.553933118;47.7226988432,-122.405204003;47.8928303051,-122.450413762;47.9692135193,-122.553933118",8,value
"48.2467801665,-123.656647129;48.2461802644,-123.710338365;48.4141663402,-124.387059523",3,value
"48.2467801665,-123.656647129;48.4141663402,-124.387059523",3,value
"48.2510688705,-123.272808127;48.2467801665,-123.656647129",point,value
"48.2510688705,-123.272808127;48.2333328752,-123.59796804;48.2467801665,-123.656647129",point,value
"48.4141663402,-124.387059523;48.547421728,-124.968537579;48.5923165968,-125.092227524",4,value
"48.4141663402,-124.387059523;48.4972134006,-124.721609292;48.5923165968,-125.092227524",4,value
"48.5923165968,-125.092227524;49.0863679456,-127.017551217;45.0,-180.0",point,value
"48.5923165968,-125.092227524;49.2469832637,-126.895900994;49.6324559466,-132.121197362;52.3164879612,-140.730087281;55.1575644022,-145.312929179;57.8844267149,-149.224763072;59.2835497863,-149.353253967;60.1083983333,-149.434573333;61.8248141405,-148.639415665;64.6658905815,-148.139728854;67.8210558752,-148.382433876;70.2033116892,-148.457795753;70.7686127943,-148.281383228",8,value
"51.1838509249,-8.28943074392;50.5828797015,-14.7413960833;49.7262737394,-21.7727033555;49.6191979941,-23.4502233646;53.7951520594,-42.6881655968;57.6498788888,-53.9668107644;59.3458566822,-58.9167007559",point,value
"51.28145,-3.01511666667;51.1838509249,-8.28943074392",2,value
"51.8798432691,-8.28348209141;51.1838509249,-8.28943074392",2,value
"58.1342208299,-57.7361324896;56.7309825904,-60.5667173047;56.542,-61.692778",8,value
"58.1342208299,-57.7361324896;55.8658949612,-55.5259688226;52.0885006144,-53.5331702302;50.3633913852,-52.7895886659;49.1736608823,-52.7003588782;48.5193091057,-52.7895886659;48.2067824597,-53.959351966",6,value
"59.3458566822,-58.9167007559;58.1342208299,-57.7361324896",6,value
"60.0,-180.0;61.9957327705,-177.276962852;64.1180522284,-171.470061002;64.2457684821,-169.424930218",8,value
"60.8032765483,-61.9802568009;59.3458566822,-58.9167007559",point,value
"61.4278850623,-68.3750582541;60.621401335,-68.8829335201;60.1693037439,-69.2160580609;60.018,-70.027778;59.9432549483,-69.2636472811;59.7528980678,-68.8948308252;59.3721843069,-68.5973981994;58.9081894108,-68.2404790485;58.6583460052,-68.1690952184;58.107,-68.398611",1,value
"61.4278850623,-68.3750582541;61.0412226488,-65.4007319968;60.7735332857,-63.4674199296;60.8032765483,-61.9802568009",point,value
"61.7328374062,-69.3453611666;61.047,-69.616944;61.2638558066,-69.9179990577;61.5969803474,-70.7032211896;61.6055526733,-71.5716705322;61.6,-71.966667",7,value
"61.7328374062,-69.3453611666;61.4278850623,-68.3750582541",1,value
"63.0765194455,-75.463029562;62.2,-75.65;62.4654836145,-75.783370437;62.6439431899,-76.7827440595;62.6677378,-77.5203769713;62.417,-77.908333",3,value
"63.0765194455,-75.463029562;62.7365886155,-72.5391150143;61.7328374062,-69.3453611666",6,value
"63.1912192213,-76.4496195187;63.0765194455,-75.463029562",2,value
"63.1912192213,-76.4496195187;64.2321275825,-76.5441214902",2,value
"63.7455669382,-68.5183331467;63.0340212412,-67.2745575389;62.2606964143,-65.3709887343;62.0227503138,-64.0920284436;60.8032765483,-61.9802568009",point,value
"63.9481890086,-83.2954122638;63.5957275923,-83.540413316;63.2507057464,-84.0757920423;62.9770677307,-84.730143819;62.8580946805,-85.8127985766;62.8224027654,-87.2642697902;63.1674246112,-89.4890658306;63.341,-90.706111;63.0246569509,-90.4289529279;62.6677378,-90.5717205883;62.3822024793,-91.1189966196;62.4416890044,-91.5116076856;62.809722,-92.099;62.4535863095,-91.6543753459;62.1204617686,-91.8209376163;61.6445695675,-92.3920082577;61.2281638915,-93.0225654243;61.0616016211,-93.6531225908;61.108,-94.056944",4,value
"63.9481890086,-83.2954122638;64.0204613818,-83.2983031587;64.137,-83.164167;63.9481890086,-83.2954122638",8,value
"64.2457684821,-169.424930218;64.4968715431,-165.40399643",3,value
"64.2457684821,-169.424930218;65.612167241,-168.419496244;67.4778182233,-167.562155758",8,value
"64.2832382693,-78.9934029926;63.4708058895,-80.1217227159;63.299484697,-81.6136447666;63.5279129536,-82.6772638362;63.8420018064,-83.2911647757;63.9481890086,-83.2954122638",8,value
"64.2832382693,-78.9934029926;63.8574683029,-78.5078532887;63.1912192213,-76.4496195187",7,value
"67.4778182233,-167.562155758;66.897222,-162.586",6,value
"67.4778182233,-167.562155758;68.3668726563,-167.531890075",5,value
"68.3415625684,-95.7214690701;68.6239116881,-95.8784884521",1,value
"68.3415625684,-95.7214690701;69.5362280799,-93.5270898927;69.8154851078,-91.9019789493;69.9642014207,-90.0281534072;69.6072822698,-87.321516513;69.7857418453,-85.6856370715;69.874971633,-85.0015420324;69.874971633,-83.1872030154;69.6550250436,-81.1377525654",4,value
"68.3489990234,-166.79699707;68.3668726563,-167.531890075",5,value
"68.3668726563,-167.531890075;69.1553382324,-167.505048694;70.3330178766,-164.498144507;71.3182682867,-160.223898016",6,value
"68.4175517669,-80.4805661213;67.1980780014,-80.2723632833;65.4729687722,-80.1236469704;64.2832382693,-78.9934029926",6,value
"68.7912557205,-81.2370354632;68.4175517669,-80.4805661213",3,value
"69.3769729247,-81.7981228803;69.6550250436,-81.1377525654",4,value
"69.4434569762,-133.034888436;70.3508638342,-133.126140875",5,value
"69.6550250436,-81.1377525654;69.2981058927,-80.8950475428;68.8198342306,-80.6523425202;68.4175517669,-80.4805661213",3,value
"70.3508638342,-133.126140875;71.1539319236,-127.74261035;70.4103503593,-121.199092584;69.3693361693,-117.094522348;69.0719035435,-114.625831555;68.2390921915,-113.406357789;68.2390921915,-110.580747845;68.7447276552,-108.350003152;69.0124170184,-106.416691085;69.1151369092,-105.061516565;68.5662680798,-103.977743554;68.2390921915,-100.795214459;68.5662680798,-98.8321591287;68.5662680798,-97.6424286258;68.3878085043,-96.4229548603;68.3415625684,-95.7214690701",1,value
"70.7686127943,-148.281383228;70.6900905811,-147.596098458;70.2188037483,-137.619752985;70.3508638342,-133.126140875",5,value
"71.3182682867,-160.223898016;70.6398412322,-160.030881259",point,value
"71.3182682867,-160.223898016;71.6466339055,-156.747505487",7,value
"71.6466339055,-156.747505487;71.2912862592,-156.792750417",7,value
"71.6466339055,-156.747505487;71.2848022789,-154.409229842;70.7686127943,-148.281383228",8,value
"31.1685911147,121.72700058;31.8586078094,124.91203005;34.023258647,129.743839956;34.6803847941,130.362311624;35.7240557337,130.710201937;43.133333,131.9",point,value
"35.6832516321,139.697684114;34.2938400017,139.909967997;34.2551855225,141.340183729;38.6617961562,142.80905394;41.328955224,142.383854668;41.7541544957,141.958655397;41.2903007448,140.451130706;39.7054670958,134.227759548;40.9042987965,133.413669378",8,value
"40.9042987965,133.413669378;41.1092477084,133.854620067",7,value
"40.9042987965,133.413669378;43.133333,131.9",point,value
"41.1092477084,133.854620067;41.9474268919,135.65797528;45.4263300238,139.7166956;47.1271271105,141.494801646;46.9574633443,142.737776688",8,value
"41.1092477084,133.854620067;40.3625932429,134.575649861;45.0397852314,140.141894872;45.5036389823,143.234253212;45.6582568993,145.785448842;45.5422934615,160.396841996;49.4463958651,165.035379505;55.4764946271,171.91587681;59.4965604684,177.55943078;61.5839023476,179.801390576;62.9754636003,179.878699534;63.9031711022,179.182918908;64.7333899926,177.507880349;64.0696882563,178.971741189;64.0,180.0",point,value
"43.133333,131.9;40.6718290769,132.913507254;40.9042987965,133.413669378",8,value
"43.133333,131.9;41.1092477084,133.854620067",7,value
"59.5512910153,150.787501014;57.37056411,151.699584166;53.8916609781,153.245763336;51.1858474311,155.217141777;50.6060302424,156.763320947;50.8766115971,158.000264283;51.5337377443,158.696044909;52.1908638914,158.850662826;53.0550174661,158.632270936",6,value
"64.0,-180.0;64.1172774764,-177.899820466;63.6889744954,-173.759558315;64.2600451368,-171.903578731;65.2594187592,-169.666885385;66.3063816018,-169.095814744;68.4003072869,-171.237329649;69.63762701,-175.139645699;69.9707515508,-178.661247987;70.0,-180.0",point,value
"70.0,180.0;72.0170880158,168.740058864;73.3971753992,153.892222187;74.0634244808,144.612324265;74.5869059021,140.376883674;74.3489598015,138.235368769;75.1579765435,124.862797916;76.8235992476,115.297364673;77.920532086,105.530208412;77.7277944298,98.3556023113;76.7760100275,87.7907954455;75.8242256251,79.9385741262;77.8907888234,69.2136848109;77.5933561977,64.3655330116;76.9092611585,54.8476889882;74.4703136275,45.3595882275;70.3377978614,37.0935658788;70.0385112077,34.9344264485",5,value
"70.0385112077,34.9344264485;69.8568014537,34.3786083774;69.5254483728,33.8548567334;69.2902945735,33.5128148434;69.2154729101,33.5555700797;69.1192736285,33.4273043709;68.9954662632,33.109926831",1,value
"70.0385112077,34.9344264485;69.7606021722,36.0033073546;69.4078714732,37.4997406231;68.7665429295,39.7337017169;68.2427912855,40.9629147589;67.6869732143,41.6683761569;67.099088716,41.7004425841;66.6715363536,41.4332223575;66.3081168455,40.8025826229;65.9553861465,40.1612540793;65.7309211562,39.6054360081;65.2926799847,39.4985479175;64.9078828585,39.9047226618;64.8330611951,40.2360757427;64.533,40.533333",3,value
"70.0385112077,34.9344264485;70.1774657255,33.9296783968;71.0177143933,31.9686402487;72.0646772359,28.6849840606;72.112266456,23.8784728289;71.3984281543,17.8822310942;69.9231623307,14.0750934848;67.3057552242,9.36376069329;63.4706583862,1.96440457852;59.6914800056,2.27296689592;57.4030328214,3.32069735184;56.3560699788,2.55926982998;54.21,-0.2893",3,value
"36.617,-6.35;36.4728815204,-6.32968692367;36.3034638968,-6.22879777702;36.1816354933,-6.10696937352;36.0312535577,-6.06128372221;35.5572649253,-6.05366944699;35.466667,-6.033333",3,value
"39.467,-0.383333;39.4123573962,0.627821166288;39.3766654811,1.57484664661;39.3742860201,2.17209135907;39.4052190132,2.48618021184;39.4647055383,2.62180948917;39.5146742194,2.65036302124;39.566667,2.65",5,value
"-3.75013953496,-38.4761340493;2.7167112075,-35.1303867852",2,value
"2.7167112075,-35.1303867852;-2.31306655431,-32.3040208411;-7.83341608783,-32.1612531807;-11.164661496,-32.4943777216;-18.3125623575,-34.7643835211;-23.8805011112,-38.799949387;-25.0760216358,-44.6861965709;-23.9021602289,-46.1955121749",point,value
"40.2633939644,-73.9612733428;39.7320094187,-71.3985651669;38.637457356,-67.9959359285;34.7351413065,-63.4987546275;28.1678289304,-56.4793446603;22.718863227,-50.8876112966;18.7243034058,-47.0862795721;16.4162262302,-44.8971754468;8.06138343111,-38.1337003054;2.7167112075,-35.1303867852",2,value
"28.1829504038,-16.4441966516;28.0994483286,-16.2742196781;28.0788033142,-16.1618190444;28.1522078097,-15.9576627913;28.24855121,-15.785621005;28.2691962244,-15.6502814665;28.2164367432,-15.510354147;28.1309,-15.44536667;28.1889100574,-15.5149419279;28.2279061957,-15.6640448094;28.182028386,-15.790208786;28.1040361095,-15.9209605436;28.0237499426,-16.0998840013;28.0375132855,-16.2696318971;28.0925666571,-16.3453302831;28.1829504038,-16.4441966516",6,value
"28.1829504038,-16.4441966516;28.1269750144,-16.3935019832;28.0283377236,-16.3682691879;27.8677653897,-16.4760820407;27.8448264848,-16.634360484;27.9985171473,-16.8132839418;28.2623145529,-17.0082646329;28.5100547252,-17.3615237674;28.6224553589,-17.6574356398;28.6568637161,-17.7400156973",3,value
"35.3534004924,-8.39521051158;34.8687431662,-9.57573219551;33.7075661954,-12.4215675585;32.8699959213,-13.7540657217;28.9010549636,-15.7337772786;28.2919129461,-16.0002769113;28.1015560656,-16.1811159477;28.1829504038,-16.4441966516",6,value
"35.3534004924,-8.39521051158;35.2494569271,-7.78637751913;35.2684926152,-6.53953995207;35.466667,-6.033333",3,value
"36.2836126223,-6.12941253321;35.3534004924,-8.39521051158",8,value
"1.34636181084,103.97;1.26960712334,104.274677238;1.34741331832,104.768746576;2.70733816531,106.683483253;2.70559240661,106.6653454",4,value
"2.70559240661,106.6653454;2.43553793242,103.859569087",7,value
"2.70559240661,106.6653454;4.22989577642,108.773542314;7.08524898341,111.212489845;8.72112842492,112.402220348;12.4390362465,114.27604589;15.2051596658,115.31706008;18.0605128728,115.584749443;19.1651409307,117.270760689",point,value
"19.1651409307,117.270760689;19.7558788395,118.172413287;21.0348391301,120.968279969;21.1226179421,123.338307892",2,value
"21.1226179421,123.338307892;21.1240689178,123.377484237;19.577419264,123.555943813;16.6030930067,123.6451736;14.117,122.95",5,value
"22.2916328387,114.269988984;22.2004510256,114.941107871;22.1385850395,115.512178512;21.8625675628,117.030274634;19.7543651117,116.882748051;19.2784729105,117.206354748;19.1651409307,117.270760689",point,value
"35.005963,139.974752;34.8599172438,139.992747521;33.6130796768,140.642340375;33.1181517875,140.737518815;31.1194045426,141.270518081;30.2437628925,141.479910649;29.7107636272,139.804770101;25.2754483123,133.009029468;21.5254177671,124.176470215;21.1226179421,123.338307892",2,value
"23.7335564753,57.7469422067;24.2201971955,57.8242377085;24.9245751453,60.2356216808;25.283333,60.616667",7,value
"38.4356532441,-9.11282662206;38.2125699818,-9.28203994021;38.409288148,-9.52317833743;38.8344532168,-9.66913052522;43.0607209155,-9.38357189693;43.4668487424,-9.1551249943;46.2526318051,-6.59144308696;47.6550419574,-4.43388900653;47.8395,-4.34436666667",7,value
"36.2836126223,-6.12941253321;36.1140580518,-6.32211251414;34.0724805087,-11.2047664981;33.6084856126,-12.4254299941;32.7732947996,-13.6817854052;28.6330326494,-15.8090235444;28.2286953179,-16.006045934;27.9949849598,-16.2612468998;28.019247076,-16.5327728436",6,value
"8.95,-79.56666;6.54459068804,-78.9758324582;4.40307578279,-80.0037596128;1.74759730028,-81.1744544276;-0.293980242718,-81.2315614918;-0.95002,-80.7162",2,value
"10.4069289638,-75.4906844412;10.6873398253,-75.9873868146;11.793789193,-77.0759902248;12.7493023402,-77.9355737502",2,value
"12.7493023402,-77.9355737502;11.7499287178,-78.9920544368;10.8219389255,-79.3632503537;9.72456528745,-79.7828799367;9.45363060339,-79.7318183875",5,value
"15.3905040567,-71.9107784834;13.3060962156,-76.7077718712;12.7493023402,-77.9355737502",2,value
"15.3905040567,-71.9107784834;12.5671140199,-70.1933992654;12.519,-70.037",7,value
"18.4542979695,-66.0098887037;20.0632895799,-65.4460208767",7,value
"18.4583562612,-64.5756053406;18.7426887217,-64.0611745713",3,value
"18.7426887217,-64.0611745713;17.1008606277,-64.4490267152;16.1614494226,-68.9269343821;15.3905040567,-71.9107784834",4,value
"20.0632895799,-65.4460208767;19.8197111657,-64.2435570203;18.7426887217,-64.0611745713",3,value
"30.2940394332,-81.3911286127;27.7513280898,-76.9768889109;22.9186427869,-68.1895394164;20.9770026062,-65.9552255319;20.0632895799,-65.4460208767",7,value
"35.5213240051,24.0061446437;35.6755675823,23.8316891504;35.6148913267,23.5675689788;35.4435701342,22.846592294;32.9772588017,22.6859786761;32.767,22.633333",3,value
"-33.9677290461,151.280136762;-34.3461547898,151.772058464;-35.4121533204,154.646447359;-36.8779013,166.638930828;-37.3347578132,172.920707884;-37.1063295566,174.291277423;-36.78919,174.77231",1,value
"4.79745149052,114.645184851;7.31929309714,113.323022004",4,value
"7.31929309714,113.323022004;3.11815587533,109.47465203;0.69110564938,105.42956832;0.605246764753,104.749161445;0.579072693689,104.332755769;0.68138951694,104.142398889;0.933612383558,103.828310036;1.10493357598,103.668886149;1.31649506268,103.645076694",4,value
"13.5252732405,118.262638881;12.4694376282,118.040711651;7.31929309714,113.323022004",4,value
